T[K]	Re[\chi]	Im[\chi]
 172.53000	  12.78121	  -0.47799
 172.42400	  12.78403	  -0.47450
 172.31900	  12.77844	  -0.47461
 172.21300	  12.77858	  -0.47601
 172.10700	  12.77578	  -0.47427
 172.00200	  12.78384	  -0.47257
 171.89700	  12.78047	  -0.47349
 171.79200	  12.77862	  -0.47564
 171.68800	  12.78997	  -0.47232
 171.58300	  12.78831	  -0.46681
 171.47800	  12.77521	  -0.47329
 171.37300	  12.77065	  -0.47872
 171.26700	  12.79173	  -0.46900
 171.16100	  12.78429	  -0.47075
 171.05700	  12.79176	  -0.47665
 170.95200	  12.78990	  -0.46443
 170.84700	  12.77797	  -0.47503
 170.74300	  12.77436	  -0.47837
 170.63800	  12.78440	  -0.48031
 170.53400	  12.78274	  -0.46993
 170.43000	  12.78355	  -0.47859
 170.32600	  12.78110	  -0.47009
 170.22200	  12.77845	  -0.47277
 170.11800	  12.77632	  -0.47334
 170.01500	  12.78267	  -0.47095
 169.91300	  12.78331	  -0.48370
 169.80900	  12.78107	  -0.47814
 169.70600	  12.77814	  -0.46967
 169.60300	  12.77917	  -0.47403
 169.50000	  12.78145	  -0.47951
 169.39800	  12.78073	  -0.47514
 169.29600	  12.77776	  -0.47928
 169.19400	  12.78949	  -0.46411
 169.09200	  12.78123	  -0.46557
 168.99000	  12.78031	  -0.47203
 168.88800	  12.77915	  -0.47201
 168.78700	  12.78643	  -0.47218
 168.68500	  12.78358	  -0.48187
 168.58400	  12.78867	  -0.47248
 168.48400	  12.78098	  -0.47021
 168.38300	  12.79344	  -0.47133
 168.28200	  12.77928	  -0.47781
 168.18100	  12.77793	  -0.46884
 168.08100	  12.78212	  -0.46792
 167.98000	  12.77837	  -0.48532
 167.88000	  12.78401	  -0.47160
 167.78000	  12.78174	  -0.47745
 167.68000	  12.79059	  -0.46779
 167.58100	  12.78538	  -0.46512
 167.48200	  12.78954	  -0.47049
 167.38200	  12.78388	  -0.47320
 167.28200	  12.78351	  -0.48244
 167.18300	  12.77756	  -0.48025
 167.08500	  12.77329	  -0.46472
 166.98600	  12.77375	  -0.46976
 166.88800	  12.76884	  -0.47425
 166.78900	  12.78311	  -0.47138
 166.69100	  12.77917	  -0.46301
 166.59200	  12.77566	  -0.46227
 166.49500	  12.77529	  -0.46944
 166.39800	  12.77930	  -0.47158
 166.30000	  12.77400	  -0.47960
 166.20300	  12.78567	  -0.47459
 166.10500	  12.78888	  -0.47623
 166.00800	  12.79499	  -0.47491
 165.91100	  12.79297	  -0.46492
 165.81400	  12.78047	  -0.47576
 165.71800	  12.77038	  -0.46553
 165.62100	  12.77704	  -0.46199
 165.52500	  12.77950	  -0.47053
 165.42800	  12.76993	  -0.47170
 165.33200	  12.77387	  -0.47182
 165.23600	  12.78879	  -0.46747
 165.14000	  12.77215	  -0.47378
 165.04500	  12.77807	  -0.48054
 164.94700	  12.78169	  -0.48314
 164.85200	  12.78860	  -0.47060
 164.75600	  12.78282	  -0.46183
 164.66000	  12.78173	  -0.46853
 164.56500	  12.78362	  -0.47036
 164.47100	  12.77592	  -0.48630
 164.37700	  12.78576	  -0.47749
 164.28300	  12.78618	  -0.46120
 164.18900	  12.78141	  -0.46972
 164.09500	  12.77800	  -0.48272
 164.00100	  12.78206	  -0.48158
 163.90700	  12.78196	  -0.47878
 163.81300	  12.78030	  -0.46589
 163.71900	  12.78697	  -0.46694
 163.62600	  12.77698	  -0.46740
 163.53300	  12.78227	  -0.48355
 163.43900	  12.77410	  -0.48517
 163.35300	  12.79363	  -0.47082
 163.26100	  12.78205	  -0.47581
 163.16800	  12.77539	  -0.47362
 163.07500	  12.77701	  -0.47052
 162.98200	  12.78419	  -0.46850
 162.89000	  12.78222	  -0.46386
 162.79900	  12.78810	  -0.46703
 162.70700	  12.78057	  -0.46763
 162.61500	  12.78400	  -0.46637
 162.52300	  12.77661	  -0.46501
 162.43100	  12.78179	  -0.47179
 162.34000	  12.79243	  -0.47135
 162.24800	  12.78482	  -0.47247
 162.15700	  12.77852	  -0.46712
 162.06600	  12.77860	  -0.46251
 161.97400	  12.77036	  -0.46845
 161.88300	  12.76535	  -0.47712
 161.79200	  12.78588	  -0.46545
 161.70100	  12.78517	  -0.47856
 161.61000	  12.78263	  -0.47246
 161.52000	  12.78446	  -0.46544
 161.42900	  12.78511	  -0.46527
 161.33900	  12.77635	  -0.47617
 161.24800	  12.77081	  -0.46422
 161.15600	  12.77647	  -0.47213
 161.06600	  12.77623	  -0.47480
 160.97500	  12.77942	  -0.47250
 160.88500	  12.77169	  -0.47656
 160.79500	  12.77404	  -0.47065
 160.70400	  12.77340	  -0.48019
 160.61200	  12.78585	  -0.47252
 160.52200	  12.78519	  -0.46938
 160.43100	  12.77542	  -0.46117
 160.34000	  12.78043	  -0.47865
 160.25000	  12.77665	  -0.48061
 160.16000	  12.77795	  -0.47696
 160.06900	  12.76669	  -0.47628
 159.97700	  12.78733	  -0.46435
 159.88600	  12.78140	  -0.47490
 159.79600	  12.77804	  -0.47706
 159.70500	  12.76893	  -0.47057
 159.61300	  12.77819	  -0.46900
 159.52100	  12.77040	  -0.47240
 159.42900	  12.77838	  -0.46863
 159.33700	  12.78094	  -0.46596
 159.24300	  12.77905	  -0.47292
 159.15000	  12.77960	  -0.48199
 159.05700	  12.78089	  -0.47138
 158.96400	  12.77858	  -0.47884
 158.86900	  12.77628	  -0.46754
 158.77500	  12.77444	  -0.46364
 158.68100	  12.78050	  -0.46959
 158.58600	  12.77878	  -0.47300
 158.48500	  12.78503	  -0.46433
 158.37700	  12.76032	  -0.47689
 158.27200	  12.77230	  -0.47284
 158.16300	  12.78134	  -0.48231
 158.06100	  12.77721	  -0.47644
 157.96200	  12.78086	  -0.47726
 157.86300	  12.78772	  -0.47860
 157.76400	  12.78056	  -0.47199
 157.66500	  12.77154	  -0.47505
 157.56500	  12.78822	  -0.47649
 157.46500	  12.78561	  -0.47435
 157.36400	  12.78971	  -0.47732
 157.26300	  12.78597	  -0.48337
 157.16200	  12.77247	  -0.46378
 157.06100	  12.77767	  -0.46963
 156.95900	  12.77853	  -0.47570
 156.85600	  12.77109	  -0.47691
 156.75300	  12.77890	  -0.47831
 156.64900	  12.77724	  -0.47429
 156.54500	  12.78718	  -0.45689
 156.44000	  12.78209	  -0.45907
 156.33500	  12.77962	  -0.46511
 156.23000	  12.77598	  -0.46882
 156.12500	  12.76575	  -0.46308
 156.01900	  12.77380	  -0.46645
 155.91300	  12.78243	  -0.47872
 155.80700	  12.78741	  -0.47446
 155.70100	  12.77650	  -0.47776
 155.59500	  12.78448	  -0.47629
 155.48800	  12.77924	  -0.47436
 155.38100	  12.78129	  -0.46618
 155.27300	  12.76976	  -0.46015
 155.15700	  12.77555	  -0.46928
 155.03900	  12.77859	  -0.47970
 154.92300	  12.78565	  -0.47964
 154.81000	  12.78177	  -0.46667
 154.69800	  12.77763	  -0.47859
 154.58700	  12.77220	  -0.47125
 154.47800	  12.77058	  -0.46814
 154.36800	  12.77199	  -0.47479
 154.26000	  12.77654	  -0.48138
 154.15100	  12.77667	  -0.48130
 154.04200	  12.77599	  -0.47882
 153.93200	  12.77080	  -0.46755
 153.82100	  12.77617	  -0.47274
 153.71100	  12.77018	  -0.47000
 153.60000	  12.77360	  -0.47315
 153.48900	  12.77396	  -0.46457
 153.37700	  12.77611	  -0.46653
 153.26600	  12.78128	  -0.47831
 153.15400	  12.78197	  -0.46704
 153.04400	  12.79259	  -0.46846
 152.93300	  12.78496	  -0.47247
 152.82100	  12.77651	  -0.47603
 152.70800	  12.77315	  -0.47938
 152.59200	  12.78380	  -0.48048
 152.47300	  12.77847	  -0.47755
 152.35400	  12.78108	  -0.47755
 152.23600	  12.76837	  -0.47395
 152.12000	  12.76851	  -0.46550
 152.00600	  12.77884	  -0.46661
 151.89300	  12.77912	  -0.46951
 151.78100	  12.78315	  -0.47720
 151.66800	  12.76915	  -0.48556
 151.55500	  12.77390	  -0.46274
 151.44100	  12.76549	  -0.46284
 151.32800	  12.76628	  -0.46389
 151.21400	  12.77977	  -0.47247
 151.10000	  12.78188	  -0.46730
 150.98600	  12.78072	  -0.47396
 150.87200	  12.77525	  -0.47853
 150.75800	  12.78163	  -0.46993
 150.64300	  12.77268	  -0.47230
 150.52900	  12.77601	  -0.47371
 150.41400	  12.78177	  -0.47336
 150.29700	  12.77810	  -0.46784
 150.17800	  12.77493	  -0.46241
 150.06000	  12.76857	  -0.46466
 149.94200	  12.78347	  -0.46530
 149.82100	  12.78234	  -0.47507
 149.70100	  12.78228	  -0.47748
 149.58400	  12.77602	  -0.47008
 149.46900	  12.77132	  -0.47887
 149.35400	  12.77717	  -0.47838
 149.24000	  12.77303	  -0.46851
 149.12500	  12.76540	  -0.47421
 149.01000	  12.77175	  -0.47123
 148.89400	  12.77553	  -0.47586
 148.77800	  12.76889	  -0.46300
 148.66300	  12.77799	  -0.46944
 148.54700	  12.78593	  -0.47095
 148.43100	  12.77655	  -0.46865
 148.31500	  12.76914	  -0.46315
 148.19900	  12.77419	  -0.47444
 148.07700	  12.76996	  -0.47307
 147.94800	  12.77739	  -0.46948
 147.81900	  12.77562	  -0.47774
 147.69200	  12.78303	  -0.47228
 147.56900	  12.77484	  -0.46772
 147.44800	  12.77417	  -0.46813
 147.33000	  12.76411	  -0.47902
 147.21200	  12.77008	  -0.47311
 147.09400	  12.77301	  -0.48088
 146.97600	  12.75945	  -0.46444
 146.85600	  12.77256	  -0.47490
 146.73700	  12.76394	  -0.47464
 146.61800	  12.77089	  -0.45991
 146.49900	  12.77081	  -0.45777
 146.38000	  12.78325	  -0.47244
 146.26100	  12.78108	  -0.46722
 146.14100	  12.77776	  -0.48549
 146.02000	  12.76967	  -0.47122
 145.89600	  12.77769	  -0.47734
 145.77200	  12.77041	  -0.48034
 145.64900	  12.77156	  -0.47361
 145.52800	  12.76914	  -0.49095
 145.40800	  12.77419	  -0.47409
 145.28700	  12.76125	  -0.46691
 145.16500	  12.76147	  -0.46793
 145.04300	  12.76921	  -0.47166
 144.92200	  12.78345	  -0.46984
 144.80200	  12.78310	  -0.47065
 144.68300	  12.77699	  -0.47252
 144.56300	  12.77074	  -0.46787
 144.44400	  12.76448	  -0.46620
 144.32400	  12.78279	  -0.47018
 144.20500	  12.76371	  -0.46522
 144.08600	  12.78384	  -0.47492
 143.96700	  12.77913	  -0.46350
 143.84700	  12.76973	  -0.47060
 143.72800	  12.77600	  -0.46405
 143.60900	  12.76487	  -0.46006
 143.49000	  12.77389	  -0.48104
 143.37000	  12.78100	  -0.47150
 143.24200	  12.77668	  -0.47853
 143.11000	  12.78510	  -0.48086
 142.98000	  12.77559	  -0.46132
 142.83300	  12.76573	  -0.46225
 142.66700	  12.77268	  -0.47496
 142.49900	  12.77212	  -0.47694
 142.33900	  12.78678	  -0.47623
 142.19000	  12.77286	  -0.46880
 142.05300	  12.76552	  -0.47671
 141.92700	  12.76802	  -0.48157
 141.80800	  12.77099	  -0.48250
 141.69300	  12.77864	  -0.46849
 141.57800	  12.78777	  -0.46882
 141.46100	  12.79471	  -0.45926
 141.34200	  12.77236	  -0.46993
 141.22300	  12.77065	  -0.46067
 141.10100	  12.77175	  -0.47001
 140.97900	  12.76694	  -0.46277
 140.85500	  12.76556	  -0.47188
 140.73200	  12.77157	  -0.47320
 140.60700	  12.76573	  -0.48461
 140.48300	  12.76427	  -0.48465
 140.35800	  12.78359	  -0.48140
 140.23200	  12.78471	  -0.47188
 140.10700	  12.76885	  -0.47121
 139.98200	  12.78151	  -0.48279
 139.85700	  12.77676	  -0.47816
 139.73300	  12.76360	  -0.46563
 139.60900	  12.76432	  -0.46415
 139.48400	  12.76757	  -0.46841
 139.36100	  12.77840	  -0.47158
 139.23700	  12.77091	  -0.48299
 139.11400	  12.77014	  -0.47145
 138.99200	  12.77529	  -0.47747
 138.86900	  12.76853	  -0.47124
 138.74500	  12.76458	  -0.47004
 138.59800	  12.76572	  -0.47445
 138.42900	  12.76511	  -0.47631
 138.26300	  12.77689	  -0.46720
 138.11900	  12.76396	  -0.47211
 137.99500	  12.77476	  -0.47290
 137.88100	  12.77151	  -0.46653
 137.76800	  12.77510	  -0.47729
 137.65400	  12.76787	  -0.46422
 137.53700	  12.76766	  -0.47762
 137.41900	  12.77116	  -0.47596
 137.29900	  12.76468	  -0.47609
 137.17700	  12.77143	  -0.47640
 137.05600	  12.77251	  -0.46249
 136.93300	  12.77188	  -0.46641
 136.81000	  12.77488	  -0.48363
 136.68700	  12.77004	  -0.48281
 136.56400	  12.78269	  -0.47297
 136.44100	  12.76966	  -0.46222
 136.31700	  12.77187	  -0.46741
 136.19200	  12.76735	  -0.47201
 136.06900	  12.77691	  -0.47333
 135.94500	  12.77495	  -0.46857
 135.82000	  12.77288	  -0.45156
 135.69700	  12.76389	  -0.46047
 135.57300	  12.77050	  -0.47101
 135.44900	  12.75720	  -0.47359
 135.32500	  12.77314	  -0.47691
 135.20100	  12.76630	  -0.47853
 135.07600	  12.76697	  -0.46826
 134.95300	  12.77222	  -0.47040
 134.82900	  12.77127	  -0.46412
 134.70500	  12.77290	  -0.46193
 134.58100	  12.77140	  -0.46870
 134.45800	  12.77820	  -0.46151
 134.33500	  12.77398	  -0.46261
 134.21100	  12.76623	  -0.47328
 134.08900	  12.76497	  -0.46654
 133.96600	  12.77167	  -0.46326
 133.84300	  12.77118	  -0.46471
 133.72100	  12.76809	  -0.47228
 133.60000	  12.76269	  -0.47382
 133.48000	  12.76453	  -0.47603
 133.36000	  12.76321	  -0.47654
 133.23900	  12.76573	  -0.46316
 133.11900	  12.76584	  -0.48166
 132.99900	  12.76898	  -0.47268
 132.87900	  12.77087	  -0.46523
 132.76000	  12.77092	  -0.47112
 132.64100	  12.76531	  -0.47830
 132.52200	  12.76879	  -0.46794
 132.40400	  12.76633	  -0.47052
 132.28700	  12.76687	  -0.48037
 132.17000	  12.75924	  -0.46657
 132.05300	  12.76164	  -0.47113
 131.93700	  12.76847	  -0.47489
 131.82200	  12.76275	  -0.46933
 131.70700	  12.77085	  -0.47148
 131.59200	  12.77194	  -0.47767
 131.47800	  12.77075	  -0.47890
 131.36500	  12.76279	  -0.47690
 131.25200	  12.76687	  -0.47277
 131.13900	  12.76744	  -0.47509
 131.02800	  12.76128	  -0.46896
 130.91700	  12.76278	  -0.47215
 130.80700	  12.77606	  -0.48118
 130.69600	  12.77046	  -0.47093
 130.58800	  12.77290	  -0.47560
 130.47800	  12.77157	  -0.46901
 130.37000	  12.77435	  -0.47946
 130.26200	  12.76498	  -0.47150
 130.15500	  12.76656	  -0.48037
 130.04800	  12.77351	  -0.48193
 129.94200	  12.76528	  -0.47263
 129.83600	  12.76726	  -0.47178
 129.73100	  12.78067	  -0.47017
 129.62600	  12.76957	  -0.47170
 129.52200	  12.77008	  -0.46945
 129.41700	  12.77438	  -0.48182
 129.31400	  12.76901	  -0.47353
 129.21100	  12.77651	  -0.47826
 129.10800	  12.77043	  -0.46745
 129.00600	  12.77260	  -0.47392
 128.90300	  12.76257	  -0.47437
 128.80200	  12.76171	  -0.47122
 128.70100	  12.77085	  -0.47953
 128.59900	  12.77957	  -0.47332
 128.49900	  12.76491	  -0.47591
 128.39600	  12.76483	  -0.47677
 128.28600	  12.76079	  -0.47770
 128.17700	  12.76791	  -0.47498
 128.07000	  12.77193	  -0.46887
 127.96300	  12.76859	  -0.47129
 127.85900	  12.76790	  -0.47399
 127.75700	  12.76410	  -0.46937
 127.65400	  12.76852	  -0.46910
 127.55300	  12.76325	  -0.47182
 127.44900	  12.76857	  -0.47134
 127.34500	  12.76618	  -0.46853
 127.24200	  12.76594	  -0.47123
 127.13700	  12.76673	  -0.47985
 127.03200	  12.76751	  -0.47337
 126.92700	  12.76563	  -0.47529
 126.82300	  12.77176	  -0.46939
 126.71600	  12.75582	  -0.46983
 126.61100	  12.75426	  -0.47278
 126.50400	  12.75796	  -0.47497
 126.39800	  12.76245	  -0.47673
 126.29100	  12.76578	  -0.46969
 126.18400	  12.76502	  -0.47746
 126.07600	  12.76950	  -0.47807
 125.96800	  12.75567	  -0.47691
 125.86000	  12.75588	  -0.46959
 125.75200	  12.76764	  -0.47114
 125.64400	  12.77463	  -0.47474
 125.53500	  12.76145	  -0.47361
 125.42700	  12.77023	  -0.48237
 125.31700	  12.76422	  -0.47428
 125.20800	  12.76699	  -0.47380
 125.10000	  12.76705	  -0.46260
 124.99000	  12.76996	  -0.46796
 124.88000	  12.76420	  -0.47725
 124.77100	  12.76434	  -0.47047
 124.66200	  12.75990	  -0.48357
 124.55300	  12.77408	  -0.48035
 124.44300	  12.77500	  -0.47913
 124.33400	  12.76855	  -0.47872
 124.22500	  12.76185	  -0.47472
 124.11500	  12.76441	  -0.47729
 124.00600	  12.76946	  -0.47807
 123.89800	  12.76845	  -0.46625
 123.79000	  12.76677	  -0.47504
 123.68100	  12.76575	  -0.47884
 123.57300	  12.76990	  -0.46920
 123.46500	  12.76594	  -0.47136
 123.35800	  12.76540	  -0.47814
 123.25100	  12.76793	  -0.47921
 123.14400	  12.76425	  -0.47586
 123.03800	  12.76084	  -0.46822
 122.93200	  12.75623	  -0.47793
 122.82700	  12.77377	  -0.46670
 122.72200	  12.76154	  -0.47051
 122.61700	  12.76407	  -0.47448
 122.51400	  12.75647	  -0.47616
 122.41000	  12.75386	  -0.47490
 122.30700	  12.76531	  -0.47118
 122.20500	  12.76411	  -0.47522
 122.10300	  12.75815	  -0.47214
 122.00300	  12.76319	  -0.47287
 121.90200	  12.75741	  -0.48255
 121.80200	  12.77041	  -0.46995
 121.70300	  12.77043	  -0.47625
 121.60400	  12.76457	  -0.47352
 121.50600	  12.76125	  -0.47277
 121.40800	  12.77682	  -0.47779
 121.31100	  12.76598	  -0.47391
 121.21400	  12.77098	  -0.47324
 121.11800	  12.75867	  -0.48385
 121.01700	  12.75510	  -0.48927
 120.91500	  12.75683	  -0.48740
 120.81200	  12.76512	  -0.47139
 120.71500	  12.75610	  -0.47467
 120.61900	  12.75704	  -0.48001
 120.52300	  12.76194	  -0.48441
 120.42700	  12.75196	  -0.47589
 120.33100	  12.76384	  -0.47153
 120.23700	  12.75707	  -0.47050
 120.14400	  12.75481	  -0.46970
 120.04900	  12.76700	  -0.46894
 119.95400	  12.76830	  -0.47557
 119.85800	  12.75929	  -0.48091
 119.76300	  12.76309	  -0.47167
 119.66600	  12.76279	  -0.48038
 119.57100	  12.76427	  -0.47948
 119.47500	  12.77294	  -0.48280
 119.37900	  12.76013	  -0.47374
 119.28300	  12.75965	  -0.47879
 119.18600	  12.75533	  -0.47385
 119.08900	  12.75988	  -0.47410
 118.99300	  12.76309	  -0.47996
 118.89600	  12.76508	  -0.46755
 118.79800	  12.77414	  -0.46960
 118.70000	  12.75379	  -0.47081
 118.60300	  12.75119	  -0.47052
 118.50500	  12.75189	  -0.47261
 118.40700	  12.76433	  -0.46706
 118.31000	  12.76496	  -0.48202
 118.21100	  12.75926	  -0.47996
 118.11300	  12.75825	  -0.47021
 118.01500	  12.75990	  -0.47518
 117.91500	  12.75483	  -0.48038
 117.81500	  12.75916	  -0.47567
 117.71500	  12.76160	  -0.48395
 117.61600	  12.76177	  -0.47994
 117.51700	  12.76316	  -0.47321
 117.41700	  12.75994	  -0.46510
 117.31800	  12.75548	  -0.47007
 117.21800	  12.75740	  -0.47476
 117.11900	  12.75932	  -0.48275
 117.02000	  12.76144	  -0.46886
 116.92200	  12.75141	  -0.47748
 116.82400	  12.75680	  -0.47773
 116.72500	  12.76472	  -0.47599
 116.62800	  12.75814	  -0.47479
 116.53200	  12.76449	  -0.47594
 116.43600	  12.76156	  -0.47412
 116.34100	  12.76528	  -0.47298
 116.24500	  12.76380	  -0.47139
 116.15000	  12.76404	  -0.46994
 116.05700	  12.76184	  -0.46427
 115.96200	  12.77031	  -0.47757
 115.86800	  12.76030	  -0.47531
 115.77600	  12.76226	  -0.48223
 115.68300	  12.76525	  -0.48071
 115.59100	  12.75884	  -0.47986
 115.50000	  12.76349	  -0.48368
 115.40900	  12.76237	  -0.47027
 115.33000	  12.75290	  -0.46899
 115.24300	  12.75405	  -0.47460
 115.15400	  12.75404	  -0.47635
 115.06500	  12.75248	  -0.47135
 114.97700	  12.76095	  -0.46687
 114.88600	  12.75594	  -0.47690
 114.79100	  12.76984	  -0.47542
 114.69700	  12.76143	  -0.47524
 114.60400	  12.76004	  -0.47946
 114.51400	  12.76169	  -0.48272
 114.42600	  12.76031	  -0.47754
 114.33700	  12.75934	  -0.48744
 114.25000	  12.75351	  -0.47473
 114.16300	  12.76381	  -0.47912
 114.07600	  12.75881	  -0.47000
 113.98900	  12.76903	  -0.48003
 113.90000	  12.75720	  -0.48811
 113.81300	  12.75160	  -0.47795
 113.72500	  12.75627	  -0.48561
 113.63700	  12.75379	  -0.47795
 113.54900	  12.76282	  -0.47552
 113.45900	  12.75402	  -0.48255
 113.36900	  12.75856	  -0.48195
 113.28000	  12.76700	  -0.47783
 113.18900	  12.76281	  -0.47405
 113.09900	  12.75345	  -0.48202
 113.00900	  12.76170	  -0.48737
 112.91700	  12.76347	  -0.47386
 112.82600	  12.75636	  -0.47903
 112.73400	  12.76462	  -0.47449
 112.64200	  12.76462	  -0.47118
 112.55000	  12.75055	  -0.48034
 112.45700	  12.75191	  -0.47564
 112.36300	  12.75721	  -0.48397
 112.27000	  12.76989	  -0.47547
 112.17700	  12.75802	  -0.47479
 112.08200	  12.74952	  -0.47586
 111.98700	  12.74444	  -0.47590
 111.89300	  12.74779	  -0.46632
 111.79800	  12.75815	  -0.48365
 111.70200	  12.75008	  -0.47736
 111.59400	  12.75010	  -0.47661
 111.49500	  12.75880	  -0.47867
 111.39900	  12.76958	  -0.47347
 111.30300	  12.75663	  -0.48080
 111.20600	  12.75475	  -0.47807
 111.10900	  12.75728	  -0.48167
 111.01200	  12.75737	  -0.48169
 110.91800	  12.74854	  -0.47413
 110.82100	  12.75922	  -0.47161
 110.72400	  12.75724	  -0.48093
 110.62700	  12.76081	  -0.48002
 110.52900	  12.76389	  -0.47634
 110.43000	  12.75959	  -0.47622
 110.33100	  12.75873	  -0.47608
 110.23200	  12.76324	  -0.47425
 110.13300	  12.75863	  -0.47461
 110.03300	  12.75779	  -0.47455
 109.93300	  12.76104	  -0.47577
 109.83300	  12.75887	  -0.47115
 109.73400	  12.76522	  -0.46914
 109.63300	  12.75162	  -0.47823
 109.53300	  12.75564	  -0.48361
 109.43200	  12.75961	  -0.47143
 109.33100	  12.75368	  -0.47125
 109.23000	  12.75665	  -0.48165
 109.13000	  12.75334	  -0.47834
 109.02800	  12.74906	  -0.48485
 108.92600	  12.74720	  -0.48320
 108.82300	  12.76025	  -0.47875
 108.72100	  12.76000	  -0.48322
 108.61800	  12.75751	  -0.46935
 108.51500	  12.76050	  -0.46937
 108.41300	  12.75620	  -0.48313
 108.31100	  12.74944	  -0.47273
 108.20900	  12.75021	  -0.47090
 108.10800	  12.74611	  -0.47389
 108.00800	  12.75704	  -0.48538
 107.90700	  12.76002	  -0.47495
 107.80700	  12.74803	  -0.47104
 107.70700	  12.74859	  -0.48846
 107.60800	  12.75056	  -0.48702
 107.50900	  12.73874	  -0.48535
 107.41000	  12.74765	  -0.47508
 107.31200	  12.75556	  -0.48198
 107.21400	  12.74397	  -0.47897
 107.11300	  12.76415	  -0.48185
 107.01100	  12.75320	  -0.47321
 106.91000	  12.75449	  -0.46621
 106.81000	  12.76051	  -0.48742
 106.70900	  12.76211	  -0.48391
 106.60900	  12.76269	  -0.46775
 106.51000	  12.75388	  -0.47536
 106.41300	  12.75030	  -0.48484
 106.31500	  12.74656	  -0.47361
 106.21600	  12.74980	  -0.47555
 106.11800	  12.76024	  -0.48096
 106.02000	  12.75124	  -0.47558
 105.92000	  12.74224	  -0.47159
 105.82100	  12.74272	  -0.47821
 105.72000	  12.75311	  -0.47885
 105.62100	  12.75867	  -0.47326
 105.52000	  12.75594	  -0.47834
 105.41900	  12.74737	  -0.48412
 105.31800	  12.76490	  -0.47611
 105.21800	  12.75164	  -0.46951
 105.11600	  12.75299	  -0.48232
 105.01600	  12.75774	  -0.48309
 104.91500	  12.75286	  -0.48158
 104.81400	  12.75563	  -0.47761
 104.71300	  12.76264	  -0.47564
 104.61300	  12.74555	  -0.47568
 104.51200	  12.74527	  -0.46903
 104.40800	  12.75199	  -0.48194
 104.30300	  12.74868	  -0.48182
 104.20100	  12.75845	  -0.47113
 104.09900	  12.75772	  -0.48014
 103.99400	  12.74680	  -0.48739
 103.88700	  12.75488	  -0.47850
 103.78600	  12.75773	  -0.48042
 103.68600	  12.74414	  -0.48320
 103.58700	  12.74999	  -0.48082
 103.48700	  12.75563	  -0.48057
 103.38700	  12.75496	  -0.47103
 103.28700	  12.74785	  -0.48167
 103.18500	  12.75373	  -0.47044
 103.07900	  12.75416	  -0.48014
 102.97600	  12.75168	  -0.47664
 102.87500	  12.74926	  -0.48397
 102.77300	  12.74762	  -0.47885
 102.67100	  12.75242	  -0.47120
 102.56800	  12.74991	  -0.47320
 102.46600	  12.75916	  -0.47244
 102.36300	  12.74096	  -0.47148
 102.26100	  12.75673	  -0.48545
 102.15900	  12.74245	  -0.48155
 102.05800	  12.73911	  -0.47557
 101.95600	  12.74980	  -0.47467
 101.85400	  12.74813	  -0.48004
 101.75100	  12.74489	  -0.48620
 101.64700	  12.75384	  -0.48052
 101.54400	  12.74820	  -0.48171
 101.44100	  12.74984	  -0.48004
 101.33800	  12.75502	  -0.47958
 101.23500	  12.76711	  -0.48112
 101.13200	  12.76029	  -0.48776
 101.02900	  12.75448	  -0.48128
 100.92600	  12.75140	  -0.48021
 100.82200	  12.75241	  -0.48171
 100.71800	  12.75092	  -0.48097
 100.61500	  12.75425	  -0.48586
 100.51100	  12.75376	  -0.47681
 100.40700	  12.75653	  -0.48609
 100.30300	  12.75680	  -0.47268
 100.19800	  12.74867	  -0.47760
 100.09400	  12.74874	  -0.47475
  99.99000	  12.75683	  -0.47273
  99.88500	  12.75367	  -0.46902
  99.74400	  12.75539	  -0.47659
  99.57400	  12.75335	  -0.47324
  99.40800	  12.74046	  -0.48334
  99.26400	  12.74948	  -0.47908
  99.13800	  12.74279	  -0.48680
  99.02200	  12.75023	  -0.49383
  98.92200	  12.74786	  -0.48347
  98.83200	  12.74462	  -0.47736
  98.74300	  12.74744	  -0.47624
  98.65100	  12.75258	  -0.47609
  98.55300	  12.75186	  -0.47569
  98.45200	  12.75209	  -0.47630
  98.34800	  12.75412	  -0.48305
  98.24000	  12.75314	  -0.47928
  98.13300	  12.74789	  -0.47355
  98.02600	  12.74770	  -0.47334
  97.91800	  12.75479	  -0.47455
  97.81000	  12.75339	  -0.47781
  97.70100	  12.75951	  -0.47273
  97.59200	  12.74692	  -0.47716
  97.48300	  12.75103	  -0.48173
  97.37300	  12.75341	  -0.48275
  97.26300	  12.75222	  -0.48805
  97.15400	  12.74605	  -0.47671
  97.04500	  12.75474	  -0.48506
  96.93400	  12.75126	  -0.48715
  96.82400	  12.76159	  -0.48421
  96.71500	  12.75054	  -0.48369
  96.60500	  12.75418	  -0.48053
  96.49500	  12.75181	  -0.47524
  96.38600	  12.74164	  -0.47785
  96.27600	  12.75463	  -0.48352
  96.16800	  12.76317	  -0.48159
  96.05800	  12.74643	  -0.47630
  95.94900	  12.74463	  -0.49120
  95.84000	  12.75452	  -0.47482
  95.73100	  12.75813	  -0.47468
  95.62300	  12.75817	  -0.48330
  95.51500	  12.74767	  -0.48631
  95.40700	  12.75121	  -0.47222
  95.29900	  12.75287	  -0.48327
  95.19100	  12.75143	  -0.47864
  95.08500	  12.74166	  -0.48631
  94.97800	  12.74596	  -0.48545
  94.87100	  12.75107	  -0.48636
  94.76400	  12.76250	  -0.47918
