T[K]	Re[\chi]	Im[\chi]
  80.06600	  12.32592	  -0.20290
  79.91100	  12.33612	  -0.19943
  79.75600	  12.34827	  -0.18939
  79.60100	  12.34307	  -0.18619
  79.44800	  12.33054	  -0.17171
  79.29300	  12.32581	  -0.18434
  79.14100	  12.33169	  -0.18707
  78.98800	  12.31685	  -0.20094
  78.83600	  12.32089	  -0.18339
  78.68200	  12.31819	  -0.18371
  78.53100	  12.27742	  -0.16166
  78.37900	  12.20752	  -0.12588
  78.22600	  12.06968	  -0.04162
  78.06700	  11.65368	   0.14551
  77.88600	  11.13379	   0.29614
  77.73500	  10.49228	   0.39961
  77.58600	   9.72174	   0.47894
  77.43000	   9.01482	   0.51669
  77.28300	   8.32404	   0.51080
  77.13400	   7.64899	   0.50146
  76.98400	   6.99400	   0.47982
  76.83500	   6.39971	   0.44231
  76.68800	   5.86085	   0.40126
  76.53900	   5.39795	   0.33689
  76.39200	   4.99473	   0.28801
  76.24600	   4.67449	   0.21746
  76.10100	   4.40884	   0.16339
  75.95500	   4.21212	   0.10278
  75.81100	   4.06086	   0.06164
  75.65800	   3.95588	   0.02583
  75.51400	   3.86326	   0.00039
  75.36900	   3.81030	  -0.02120
  75.22400	   3.77064	  -0.04620
  75.08000	   3.73574	  -0.04806
  74.93200	   3.70824	  -0.04967
  74.78600	   3.67194	  -0.04316
  74.64000	   3.66809	  -0.05246
  74.49500	   3.64794	  -0.05226
  74.34700	   3.62322	  -0.04613
  74.20200	   3.59905	  -0.05128
  74.05400	   3.57819	  -0.04939
  73.90700	   3.56566	  -0.04961
  73.76000	   3.55818	  -0.04491
  73.61500	   3.54392	  -0.05214
  73.47000	   3.52427	  -0.05104
  73.32500	   3.52470	  -0.05123
  73.18100	   3.51734	  -0.04163
  73.03700	   3.49743	  -0.03884
  72.89300	   3.49497	  -0.05231
  72.75100	   3.48849	  -0.05039
  72.60700	   3.47596	  -0.04059
  72.46500	   3.46030	  -0.04613
  72.32400	   3.45462	  -0.05728
  72.18300	   3.44885	  -0.04995
  72.04000	   3.44498	  -0.05025
  71.89900	   3.42370	  -0.05165
  71.75900	   3.43394	  -0.05355
  71.61800	   3.41575	  -0.04678
  71.47900	   3.41537	  -0.05694
  71.33900	   3.40446	  -0.04919
  71.20100	   3.39923	  -0.05898
  71.06200	   3.39704	  -0.04904
  70.92400	   3.39200	  -0.04550
  70.78500	   3.39333	  -0.04606
  70.64800	   3.38092	  -0.05573
  70.51000	   3.38871	  -0.05232
  70.37300	   3.37597	  -0.04999
  70.23600	   3.37196	  -0.03724
  70.09900	   3.35832	  -0.03814
  69.96200	   3.35383	  -0.04620
  69.82600	   3.35867	  -0.04673
  69.69100	   3.34083	  -0.05146
  69.55400	   3.34605	  -0.04885
  69.41900	   3.35790	  -0.05645
  69.28400	   3.34703	  -0.05082
  69.14900	   3.34771	  -0.04963
  69.01500	   3.34110	  -0.04481
  68.88100	   3.33089	  -0.04837
  68.74400	   3.32518	  -0.05175
  68.60900	   3.32432	  -0.04651
  68.47400	   3.33401	  -0.04466
  68.34000	   3.33550	  -0.04346
  68.20500	   3.32425	  -0.03557
  68.07100	   3.31670	  -0.03704
  67.93800	   3.31932	  -0.05018
  67.80400	   3.30215	  -0.04895
  67.67100	   3.29542	  -0.04145
  67.53800	   3.30369	  -0.04535
  67.40600	   3.30052	  -0.04906
  67.27400	   3.29666	  -0.05921
  67.14200	   3.30142	  -0.04878
  67.01100	   3.29143	  -0.04725
  66.88000	   3.28988	  -0.05085
  66.75000	   3.29494	  -0.05437
  66.61900	   3.29724	  -0.05245
  66.48900	   3.29325	  -0.05399
  66.36000	   3.28761	  -0.04105
  66.23000	   3.28694	  -0.03612
  66.10100	   3.28821	  -0.05745
  65.97100	   3.28101	  -0.05718
  65.84200	   3.27441	  -0.04818
  65.71400	   3.27472	  -0.04734
  65.58600	   3.25725	  -0.04817
  65.45900	   3.27137	  -0.04309
  65.33300	   3.27302	  -0.04660
  65.20700	   3.27829	  -0.04190
  65.08000	   3.27166	  -0.05155
  64.95500	   3.26331	  -0.04956
  64.83000	   3.27189	  -0.04654
  64.70400	   3.26466	  -0.04086
  64.58000	   3.25629	  -0.05133
  64.45600	   3.25717	  -0.05120
  64.33200	   3.25887	  -0.05163
  64.20800	   3.25751	  -0.04154
  64.08500	   3.25068	  -0.04574
  63.96100	   3.24780	  -0.05384
  63.83800	   3.25828	  -0.05378
  63.71600	   3.24849	  -0.04737
  63.59500	   3.24735	  -0.05473
  63.47300	   3.25139	  -0.05300
  63.35200	   3.26421	  -0.05001
  63.23200	   3.25127	  -0.03802
  63.11000	   3.24539	  -0.04284
  62.98800	   3.24467	  -0.04513
  62.86600	   3.24410	  -0.04503
  62.74300	   3.24094	  -0.04590
  62.62200	   3.24656	  -0.05846
  62.50000	   3.23717	  -0.05107
  62.37900	   3.22798	  -0.05412
  62.25900	   3.24562	  -0.04866
  62.13800	   3.23997	  -0.05126
  62.01700	   3.23670	  -0.04158
  61.89700	   3.23601	  -0.03971
  61.77800	   3.23691	  -0.03993
  61.65800	   3.24112	  -0.04507
  61.53900	   3.23734	  -0.05497
  61.42000	   3.24897	  -0.05456
  61.30200	   3.23825	  -0.05255
  61.18300	   3.22619	  -0.05680
  61.06600	   3.22381	  -0.05445
  60.94900	   3.22592	  -0.04554
  60.83100	   3.22915	  -0.05164
  60.71300	   3.23100	  -0.04189
  60.59800	   3.23570	  -0.04581
  60.48200	   3.22793	  -0.04992
  60.36600	   3.22036	  -0.04865
  60.25000	   3.21853	  -0.04630
  60.13500	   3.21934	  -0.04955
  60.02000	   3.22429	  -0.04799
  59.90600	   3.22314	  -0.05562
  59.79200	   3.22351	  -0.05161
  59.67800	   3.21734	  -0.05448
  59.56400	   3.22750	  -0.04874
  59.45100	   3.22780	  -0.05163
  59.33800	   3.22062	  -0.05292
  59.22500	   3.21347	  -0.05260
  59.11300	   3.21503	  -0.04657
  59.00100	   3.22016	  -0.05312
  58.89000	   3.22290	  -0.05434
  58.78000	   3.22155	  -0.04632
  58.67000	   3.21687	  -0.05800
  58.55900	   3.22032	  -0.04935
  58.44900	   3.21881	  -0.05142
  58.33900	   3.21544	  -0.05518
  58.22800	   3.21057	  -0.05001
  58.11900	   3.20448	  -0.05424
  58.01000	   3.21108	  -0.05397
  57.90000	   3.20809	  -0.05026
  57.79100	   3.19926	  -0.04100
  57.68300	   3.20768	  -0.04822
  57.57500	   3.21492	  -0.05261
  57.46600	   3.20875	  -0.05892
  57.35700	   3.20094	  -0.04781
  57.24800	   3.20796	  -0.05498
  57.14000	   3.21596	  -0.05247
  57.03200	   3.20892	  -0.04896
  56.92400	   3.20791	  -0.05033
  56.81800	   3.20909	  -0.04788
  56.71100	   3.21137	  -0.05833
  56.60400	   3.20202	  -0.04735
  56.49800	   3.19384	  -0.05300
  56.39300	   3.20158	  -0.04931
  56.28500	   3.19554	  -0.05209
  56.17700	   3.20041	  -0.04759
  56.07100	   3.20345	  -0.05011
  55.96500	   3.20355	  -0.04511
  55.85900	   3.19354	  -0.05194
  55.75300	   3.20161	  -0.05136
  55.64800	   3.19857	  -0.04441
  55.54300	   3.19392	  -0.04877
  55.44000	   3.19336	  -0.04965
  55.33500	   3.20040	  -0.05038
  55.23200	   3.20816	  -0.05117
  55.12700	   3.20261	  -0.05301
  55.02400	   3.20173	  -0.06172
  54.92300	   3.20759	  -0.05230
  54.82100	   3.19841	  -0.04283
  54.71900	   3.19360	  -0.04718
  54.61800	   3.19539	  -0.04989
  54.51500	   3.19390	  -0.04669
  54.41100	   3.20098	  -0.05707
  54.30900	   3.19741	  -0.04994
  54.20700	   3.20325	  -0.04880
  54.10600	   3.19586	  -0.04943
  54.00500	   3.19456	  -0.05283
  53.90300	   3.18687	  -0.05134
  53.80400	   3.18393	  -0.05778
  53.70400	   3.18596	  -0.05505
  53.60600	   3.19422	  -0.05073
  53.50700	   3.18268	  -0.04630
  53.40900	   3.18903	  -0.04866
  53.31100	   3.19158	  -0.06806
  53.21200	   3.18507	  -0.04857
  53.11500	   3.18475	  -0.06063
  53.01800	   3.18951	  -0.04849
  52.92200	   3.18482	  -0.04766
  52.82500	   3.18253	  -0.05453
  52.72800	   3.19053	  -0.04417
  52.63000	   3.19044	  -0.05040
  52.53500	   3.18913	  -0.04416
  52.44100	   3.18617	  -0.04834
  52.34600	   3.19315	  -0.05292
  52.25200	   3.18127	  -0.04579
  52.15800	   3.18285	  -0.05238
  52.06500	   3.19436	  -0.05568
  51.97200	   3.19272	  -0.04810
  51.87700	   3.18888	  -0.05741
  51.78400	   3.18576	  -0.05530
  51.69200	   3.19059	  -0.05716
  51.60100	   3.19053	  -0.04877
  51.52200	   3.19145	  -0.05349
  51.43300	   3.18799	  -0.05237
  51.34200	   3.18158	  -0.04696
  51.25000	   3.18087	  -0.04750
  51.15800	   3.18711	  -0.05421
  51.06600	   3.18768	  -0.05509
  50.97300	   3.17874	  -0.04975
  50.88200	   3.18457	  -0.05713
  50.78800	   3.18444	  -0.05086
  50.69800	   3.17667	  -0.05812
  50.60500	   3.18156	  -0.04481
  50.51200	   3.17899	  -0.05359
  50.41900	   3.17577	  -0.06024
  50.32600	   3.16824	  -0.05632
  50.23300	   3.17289	  -0.05025
  50.14100	   3.17676	  -0.05565
  50.04700	   3.18091	  -0.06420
  49.95300	   3.18620	  -0.05348
  49.85900	   3.18454	  -0.04331
  49.76400	   3.17825	  -0.05482
  49.67000	   3.18471	  -0.05497
  49.57400	   3.18257	  -0.05084
  49.46100	   3.18282	  -0.04368
  49.35900	   3.17050	  -0.05322
  49.26000	   3.18135	  -0.04639
  49.16200	   3.18862	  -0.04793
  49.06300	   3.17770	  -0.05408
  48.96400	   3.17152	  -0.05738
  48.86300	   3.17762	  -0.06139
  48.76200	   3.17569	  -0.05831
  48.66000	   3.17508	  -0.05820
  48.55800	   3.17659	  -0.05709
  48.45800	   3.17609	  -0.05580
  48.35600	   3.17399	  -0.05286
  48.25600	   3.17301	  -0.06631
  48.15600	   3.17587	  -0.06155
  48.05600	   3.17276	  -0.04561
  47.95400	   3.17474	  -0.04811
  47.85000	   3.18075	  -0.05584
  47.74700	   3.17351	  -0.06451
  47.64500	   3.17101	  -0.04614
  47.54500	   3.17001	  -0.05394
  47.44400	   3.17101	  -0.04518
  47.34300	   3.17537	  -0.05373
  47.24300	   3.17596	  -0.05632
  47.14200	   3.17219	  -0.05746
  47.04200	   3.16599	  -0.05769
  46.94200	   3.17093	  -0.05004
  46.84200	   3.16878	  -0.05632
  46.74200	   3.17244	  -0.06570
  46.64300	   3.16975	  -0.06454
  46.54400	   3.17234	  -0.05614
  46.44300	   3.16711	  -0.04838
  46.34400	   3.16774	  -0.04440
  46.24700	   3.17344	  -0.04617
  46.14900	   3.16669	  -0.05214
  46.05000	   3.17175	  -0.05666
  45.95200	   3.16863	  -0.05531
  45.85400	   3.17118	  -0.04519
  45.75900	   3.16358	  -0.05486
  45.66100	   3.17497	  -0.05281
  45.56600	   3.17153	  -0.05444
  45.46900	   3.16832	  -0.05450
  45.37300	   3.17022	  -0.06768
  45.27600	   3.17173	  -0.05083
  45.17700	   3.16759	  -0.06010
  45.08200	   3.16450	  -0.06175
  44.98400	   3.16396	  -0.05584
  44.89000	   3.16058	  -0.05559
  44.79400	   3.16804	  -0.06755
  44.69700	   3.16226	  -0.06202
  44.60400	   3.15835	  -0.04823
  44.50700	   3.16162	  -0.05243
  44.41200	   3.15665	  -0.05770
  44.31700	   3.15954	  -0.05385
  44.22200	   3.15216	  -0.04694
  44.12700	   3.17470	  -0.05599
  44.03400	   3.16991	  -0.05374
  43.94100	   3.16141	  -0.04780
  43.84700	   3.16424	  -0.05300
  43.75300	   3.16105	  -0.05930
  43.66000	   3.16773	  -0.05810
  43.56700	   3.16152	  -0.06285
  43.47800	   3.16853	  -0.05519
  43.40300	   3.16279	  -0.06631
  43.31500	   3.16312	  -0.05905
  43.22500	   3.16451	  -0.05754
  43.13400	   3.16117	  -0.05563
  43.04100	   3.16134	  -0.05524
  42.95000	   3.16094	  -0.06109
  42.85700	   3.16407	  -0.05848
  42.76100	   3.17641	  -0.05588
  42.64600	   3.17038	  -0.05871
  42.54500	   3.17073	  -0.05619
  42.45100	   3.16242	  -0.05347
  42.35300	   3.16102	  -0.06900
  42.26200	   3.16368	  -0.05679
  42.16900	   3.17226	  -0.05143
  42.07700	   3.17541	  -0.05812
  41.98200	   3.16573	  -0.05337
  41.88600	   3.15678	  -0.04946
  41.78800	   3.15959	  -0.06084
  41.68900	   3.16122	  -0.06391
  41.59000	   3.14978	  -0.05705
  41.49200	   3.16501	  -0.05531
  41.39400	   3.16575	  -0.05376
  41.29700	   3.16839	  -0.05706
  41.20000	   3.15796	  -0.06446
  41.10200	   3.15907	  -0.05165
  41.00400	   3.15526	  -0.04455
  40.91000	   3.17039	  -0.05112
  40.81600	   3.15778	  -0.05502
  40.72100	   3.15740	  -0.04519
  40.62700	   3.15578	  -0.05031
  40.53400	   3.16894	  -0.05266
  40.44100	   3.15996	  -0.05213
  40.34700	   3.14952	  -0.04877
  40.25100	   3.15424	  -0.05055
  40.15600	   3.15941	  -0.05363
  40.05900	   3.15074	  -0.05160
  39.95500	   3.16064	  -0.06059
  39.85400	   3.15226	  -0.04973
  39.75700	   3.15544	  -0.05478
  39.66400	   3.15959	  -0.06011
  39.56900	   3.16232	  -0.05645
  39.47400	   3.15035	  -0.05643
  39.37900	   3.15877	  -0.05702
  39.28500	   3.15491	  -0.05147
  39.19300	   3.15759	  -0.06011
  39.09900	   3.15817	  -0.06341
  39.00100	   3.16152	  -0.06399
  38.90300	   3.15259	  -0.06269
  38.81000	   3.15026	  -0.05086
  38.72000	   3.15615	  -0.05547
  38.63000	   3.15723	  -0.05464
  38.54100	   3.15051	  -0.06377
  38.45500	   3.15181	  -0.05629
  38.37200	   3.15790	  -0.05104
  38.28500	   3.15397	  -0.05097
  38.19300	   3.15870	  -0.05528
  38.10200	   3.15437	  -0.05741
  38.01100	   3.15764	  -0.05356
  37.92200	   3.14637	  -0.04710
  37.83800	   3.15719	  -0.05137
  37.75800	   3.14734	  -0.05379
  37.67600	   3.15804	  -0.05485
  37.59400	   3.15279	  -0.06261
  37.50800	   3.16328	  -0.05745
  37.42100	   3.15018	  -0.05156
  37.33600	   3.15035	  -0.05965
  37.25400	   3.14802	  -0.04578
  37.16700	   3.15549	  -0.05276
  37.07600	   3.16011	  -0.05470
  36.99200	   3.15092	  -0.06373
  36.91400	   3.15205	  -0.05004
  36.83200	   3.14650	  -0.06064
  36.74700	   3.15389	  -0.06060
  36.66100	   3.15269	  -0.05996
  36.57500	   3.14601	  -0.05226
  36.49200	   3.15584	  -0.05758
  36.41200	   3.15756	  -0.05949
  36.33800	   3.15139	  -0.06040
  36.26200	   3.15499	  -0.05703
  36.18300	   3.14946	  -0.05418
  36.10000	   3.15939	  -0.06210
  36.01900	   3.15668	  -0.06495
  35.94000	   3.15903	  -0.05282
  35.86300	   3.15633	  -0.05210
  35.78700	   3.15487	  -0.05372
  35.71400	   3.14471	  -0.05426
  35.64400	   3.14926	  -0.05595
  35.57200	   3.14400	  -0.06277
  35.49800	   3.15316	  -0.05679
  35.42900	   3.14166	  -0.05184
  35.36500	   3.14928	  -0.05967
  35.30200	   3.14766	  -0.05872
  35.23200	   3.15636	  -0.05168
  35.15600	   3.15680	  -0.06240
  35.08000	   3.15876	  -0.05933
  35.01100	   3.16343	  -0.05867
  34.94400	   3.15656	  -0.05946
  34.87800	   3.15193	  -0.06295
  34.80900	   3.15628	  -0.05526
  34.74300	   3.14948	  -0.04349
  34.67700	   3.14385	  -0.05406
  34.61600	   3.15437	  -0.05082
  34.55400	   3.14308	  -0.04681
  34.49700	   3.14052	  -0.05343
  34.43400	   3.14529	  -0.04890
  34.37000	   3.15976	  -0.05011
  34.30900	   3.15288	  -0.05720
  34.25500	   3.14631	  -0.06037
  34.20600	   3.14695	  -0.05660
  34.16200	   3.15706	  -0.05663
  34.11900	   3.15335	  -0.04837
  34.08000	   3.14815	  -0.06175
  34.04300	   3.14649	  -0.05125
  34.00800	   3.15030	  -0.05130
  33.97200	   3.15265	  -0.05499
  33.93600	   3.15657	  -0.05987
  33.90700	   3.15553	  -0.06117
  33.88200	   3.13954	  -0.04796
  33.86100	   3.14758	  -0.04999
  33.84300	   3.13615	  -0.04840
  33.82700	   3.14950	  -0.05779
  33.81200	   3.15237	  -0.05742
  33.79800	   3.15181	  -0.05205
  33.78900	   3.15017	  -0.04773
  33.78400	   3.14983	  -0.04971
  33.77500	   3.14687	  -0.05658
  33.77000	   3.14580	  -0.05528
  33.77300	   3.14532	  -0.04974
  33.78000	   3.14044	  -0.05216
  33.78500	   3.15759	  -0.05162
  33.79300	   3.15451	  -0.04910
  33.80300	   3.13606	  -0.05067
  33.81900	   3.14543	  -0.06353
  33.84100	   3.15737	  -0.05525
  33.85700	   3.14858	  -0.06074
  33.87400	   3.15272	  -0.05350
  33.89700	   3.14021	  -0.05360
  33.92200	   3.14860	  -0.05935
  33.94400	   3.15144	  -0.05894
  33.96800	   3.14929	  -0.05435
  33.99700	   3.15399	  -0.05265
  34.02700	   3.15761	  -0.05517
  34.05800	   3.14651	  -0.05301
  34.09100	   3.14670	  -0.05359
  34.12600	   3.14373	  -0.04922
  34.16700	   3.14447	  -0.06674
  34.21000	   3.14530	  -0.06122
  34.25200	   3.14649	  -0.05335
  34.29200	   3.14763	  -0.05125
  34.32900	   3.15216	  -0.05411
  34.37500	   3.16020	  -0.06232
  34.43000	   3.15220	  -0.06150
  34.48100	   3.14834	  -0.06063
  34.53200	   3.14521	  -0.05325
  34.58500	   3.14889	  -0.05067
  34.64100	   3.15212	  -0.05098
  34.69900	   3.15038	  -0.05494
  34.75900	   3.14668	  -0.05183
  34.82100	   3.14487	  -0.06209
  34.88100	   3.14798	  -0.05552
  34.94300	   3.13338	  -0.05706
  35.00300	   3.14870	  -0.05778
  35.06200	   3.15511	  -0.05715
  35.12400	   3.14562	  -0.04974
  35.18500	   3.14348	  -0.04399
  35.24800	   3.15399	  -0.04404
  35.31400	   3.14858	  -0.06105
  35.38200	   3.14668	  -0.06233
  35.45200	   3.14156	  -0.06183
  35.52300	   3.14796	  -0.06334
  35.59500	   3.15387	  -0.05350
  35.66600	   3.15446	  -0.04894
  35.74100	   3.15219	  -0.05683
  35.81700	   3.14595	  -0.05159
  35.89200	   3.14816	  -0.05477
  35.96900	   3.14265	  -0.04744
  36.04800	   3.15223	  -0.05068
  36.12600	   3.15349	  -0.05160
  36.20700	   3.14889	  -0.05074
  36.28700	   3.15119	  -0.05505
  36.37000	   3.16310	  -0.05484
  36.45300	   3.15093	  -0.04601
  36.53700	   3.14497	  -0.05017
  36.62200	   3.14210	  -0.04882
  36.70800	   3.14917	  -0.05485
  36.79500	   3.15495	  -0.05385
  36.88100	   3.15071	  -0.05609
  36.96900	   3.14776	  -0.04843
  37.05600	   3.15697	  -0.05195
  37.14500	   3.14665	  -0.05068
  37.22900	   3.14318	  -0.05329
  37.31500	   3.15566	  -0.05170
  37.41000	   3.15303	  -0.05427
  37.50100	   3.14911	  -0.05771
  37.59000	   3.15176	  -0.05920
  37.68000	   3.15264	  -0.06066
  37.77000	   3.15285	  -0.05437
  37.86000	   3.14772	  -0.05759
  37.95200	   3.15913	  -0.05354
  38.04200	   3.14147	  -0.06110
  38.13400	   3.15965	  -0.05529
  38.22600	   3.15198	  -0.05024
  38.31900	   3.15857	  -0.04797
  38.41000	   3.15724	  -0.04765
  38.50200	   3.14932	  -0.05415
  38.59500	   3.15404	  -0.05605
  38.68800	   3.16020	  -0.05760
  38.78300	   3.15201	  -0.04974
  38.87800	   3.15112	  -0.05086
  38.97500	   3.14194	  -0.06650
  39.06300	   3.13995	  -0.05640
  39.15600	   3.15771	  -0.05634
  39.25500	   3.14857	  -0.06007
  39.36000	   3.14993	  -0.05694
  39.45800	   3.15260	  -0.05905
  39.55500	   3.15747	  -0.06151
  39.65100	   3.16146	  -0.04608
  39.74800	   3.14640	  -0.05327
  39.84400	   3.15201	  -0.05385
  39.92100	   3.14681	  -0.05648
  40.02200	   3.14895	  -0.04978
  40.12200	   3.15127	  -0.05535
  40.21700	   3.15702	  -0.04891
  40.31400	   3.16104	  -0.04850
  40.41000	   3.15723	  -0.03771
  40.50700	   3.16428	  -0.05125
  40.60300	   3.14742	  -0.05040
  40.70000	   3.15872	  -0.05149
  40.79800	   3.15367	  -0.04926
  40.89300	   3.15887	  -0.05211
  40.98900	   3.16008	  -0.05104
  41.08600	   3.15984	  -0.05227
  41.17200	   3.15724	  -0.04720
  41.27600	   3.15905	  -0.05398
  41.36300	   3.15705	  -0.05131
  41.46700	   3.15498	  -0.05288
  41.55500	   3.15492	  -0.05406
  41.65800	   3.15327	  -0.06089
  41.74600	   3.16250	  -0.05080
  41.84900	   3.16254	  -0.04930
  41.93600	   3.16784	  -0.04869
  42.03700	   3.16347	  -0.05612
  42.13400	   3.15253	  -0.05577
  42.22700	   3.15374	  -0.05488
  42.32800	   3.15774	  -0.04569
  42.40900	   3.15684	  -0.04984
  42.50900	   3.15788	  -0.06373
  42.60200	   3.16487	  -0.05101
  42.69500	   3.15594	  -0.04944
  42.78600	   3.15731	  -0.04871
  42.88000	   3.16120	  -0.05270
  42.97200	   3.15368	  -0.05218
  43.06500	   3.16486	  -0.04619
  43.15600	   3.15780	  -0.05493
  43.24900	   3.14999	  -0.05927
  43.34000	   3.15391	  -0.06203
  43.43300	   3.16335	  -0.05750
  43.52400	   3.16334	  -0.05936
  43.61500	   3.14772	  -0.05451
  43.70700	   3.16556	  -0.04540
  43.79800	   3.16496	  -0.05134
  43.89000	   3.15475	  -0.05746
  43.98000	   3.15675	  -0.05320
  44.08000	   3.15823	  -0.04706
  44.16700	   3.15734	  -0.04774
  44.25700	   3.16025	  -0.05825
  44.35700	   3.15940	  -0.05189
  44.44200	   3.15888	  -0.04985
  44.53000	   3.16470	  -0.05313
  44.62200	   3.16753	  -0.04824
  44.71400	   3.17101	  -0.04279
  44.80500	   3.16098	  -0.04549
  44.89600	   3.16098	  -0.04537
  44.98800	   3.16322	  -0.05563
  45.08100	   3.16052	  -0.05283
  45.17300	   3.16734	  -0.05002
  45.26500	   3.16552	  -0.05459
  45.36600	   3.16122	  -0.05306
  45.46000	   3.16763	  -0.04898
  45.54500	   3.17271	  -0.06250
  45.63900	   3.15817	  -0.06146
  45.73100	   3.15875	  -0.04591
  45.82600	   3.15964	  -0.04996
  45.91700	   3.16754	  -0.05287
  46.00600	   3.16566	  -0.05067
  46.10100	   3.15688	  -0.05873
  46.19100	   3.16584	  -0.04986
  46.29000	   3.16457	  -0.05320
  46.37700	   3.17579	  -0.05521
  46.47800	   3.16813	  -0.05234
  46.57300	   3.16869	  -0.05217
  46.66800	   3.15916	  -0.04501
  46.76100	   3.17535	  -0.04887
  46.85300	   3.17272	  -0.05723
  46.94800	   3.16874	  -0.06247
  47.04100	   3.16613	  -0.06589
  47.13400	   3.16244	  -0.05358
  47.22700	   3.16385	  -0.04145
  47.32100	   3.16882	  -0.05903
  47.41500	   3.16827	  -0.05884
  47.50800	   3.16281	  -0.04705
  47.60200	   3.17505	  -0.04596
  47.69500	   3.16880	  -0.05073
  47.79000	   3.17359	  -0.05442
  47.88400	   3.16885	  -0.05842
  47.97700	   3.17419	  -0.05434
  48.07100	   3.17251	  -0.05789
  48.16600	   3.17112	  -0.03957
  48.26100	   3.16643	  -0.04381
  48.35400	   3.17309	  -0.05213
  48.44800	   3.17938	  -0.05344
  48.54300	   3.17054	  -0.05751
  48.63700	   3.16177	  -0.04704
  48.73100	   3.15756	  -0.05587
  48.82500	   3.16979	  -0.05300
  48.92000	   3.16932	  -0.04934
  49.01400	   3.16769	  -0.04417
  49.10700	   3.16758	  -0.04172
  49.20000	   3.16298	  -0.06149
  49.29300	   3.16686	  -0.04931
  49.38700	   3.17371	  -0.05074
  49.48100	   3.16654	  -0.04302
  49.57300	   3.17263	  -0.04349
  49.66700	   3.18172	  -0.04862
  49.76000	   3.16977	  -0.05883
  49.85300	   3.17392	  -0.05822
  49.94600	   3.17687	  -0.06364
  50.03900	   3.17169	  -0.05049
  50.13300	   3.17774	  -0.05675
  50.22800	   3.16742	  -0.04940
  50.32100	   3.17866	  -0.04617
  50.41400	   3.18174	  -0.04451
  50.50700	   3.17806	  -0.05178
  50.60100	   3.17227	  -0.05537
  50.69400	   3.17329	  -0.05043
  50.78700	   3.18192	  -0.05058
  50.88100	   3.17739	  -0.05603
  50.97500	   3.17129	  -0.05111
  51.07000	   3.17588	  -0.04771
  51.16300	   3.16952	  -0.05205
  51.25800	   3.17456	  -0.05578
  51.35200	   3.18642	  -0.05197
  51.44600	   3.17671	  -0.05050
  51.54100	   3.17656	  -0.05774
  51.63500	   3.17798	  -0.04781
  51.73000	   3.17874	  -0.04514
  51.82400	   3.17718	  -0.04986
  51.92000	   3.17793	  -0.04884
  52.01200	   3.18499	  -0.05006
  52.10900	   3.19304	  -0.05059
  52.20400	   3.18094	  -0.05484
  52.29900	   3.18256	  -0.04698
  52.38500	   3.18074	  -0.04054
  52.48600	   3.18492	  -0.04401
  52.58500	   3.18423	  -0.04456
  52.68000	   3.17856	  -0.04855
  52.77500	   3.17508	  -0.04970
  52.86900	   3.17677	  -0.04865
  52.96600	   3.17835	  -0.04818
  53.06100	   3.17670	  -0.04849
  53.15600	   3.18274	  -0.04812
  53.25500	   3.17633	  -0.05032
  53.35100	   3.17939	  -0.04901
  53.44500	   3.18390	  -0.05406
  53.54000	   3.18028	  -0.04988
  53.63600	   3.17904	  -0.04996
  53.73200	   3.17767	  -0.05396
  53.82500	   3.18208	  -0.05078
  53.92100	   3.17846	  -0.04929
  54.01600	   3.18639	  -0.05710
  54.11200	   3.18340	  -0.04952
  54.20700	   3.19139	  -0.04621
  54.30300	   3.17962	  -0.05276
  54.40000	   3.18692	  -0.05263
  54.49500	   3.18095	  -0.04280
  54.59200	   3.19126	  -0.04627
  54.68600	   3.18443	  -0.05277
  54.78100	   3.19106	  -0.04411
  54.87500	   3.19234	  -0.05322
  54.97100	   3.18521	  -0.03871
  55.06700	   3.17218	  -0.05281
  55.16300	   3.17421	  -0.05227
  55.25900	   3.17583	  -0.05012
  55.35400	   3.17007	  -0.05152
  55.45000	   3.18439	  -0.05257
  55.54700	   3.18176	  -0.03502
  55.64400	   3.19081	  -0.04027
  55.74100	   3.19158	  -0.04316
  55.84000	   3.18667	  -0.05316
  55.93900	   3.18529	  -0.05845
  56.02100	   3.19204	  -0.04383
  56.13000	   3.19311	  -0.04791
  56.21700	   3.19887	  -0.04690
  56.32700	   3.20806	  -0.04591
  56.41000	   3.19315	  -0.04616
  56.51800	   3.19538	  -0.04846
  56.59800	   3.18895	  -0.04522
  56.70400	   3.18181	  -0.04806
  56.78200	   3.18600	  -0.04542
  56.89100	   3.18824	  -0.04290
  56.98700	   3.19134	  -0.05642
  57.08200	   3.18540	  -0.05024
  57.17700	   3.17734	  -0.04648
  57.27200	   3.17282	  -0.05771
  57.37000	   3.18217	  -0.05318
  57.44700	   3.19753	  -0.04619
  57.55600	   3.19366	  -0.05023
  57.65600	   3.19470	  -0.04252
  57.73600	   3.18543	  -0.05147
  57.84500	   3.18768	  -0.05498
  57.94500	   3.19280	  -0.05195
  58.02700	   3.18621	  -0.05232
  58.13500	   3.18282	  -0.05396
  58.22000	   3.17014	  -0.04595
  58.32800	   3.17776	  -0.04588
  58.41100	   3.17400	  -0.03970
  58.52100	   3.18289	  -0.04328
  58.60300	   3.18128	  -0.04304
  58.71000	   3.19083	  -0.05208
  58.79700	   3.17514	  -0.06122
  58.90500	   3.18153	  -0.05721
  58.99000	   3.17086	  -0.04805
