Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
3773001787,50.16288185,1268.10791,-0.003177153,2.30E-06,1,0.999253354,40.02988815,1.99686626,9.239999577,-0.034371701,-0.006477335,0.25,-1.70E-05,-0.003174315,-4.06E-05,50.16291809,50.16291809,1253.599976,1282.615845,43.3936705,17.50548454,4.432588577,0,0,0,40,49.85665894,1,6,1,1.951751709,49.36461639,,,,,,,,,,,,,,,,
3773001788,50.16263008,1295.531738,-0.003145712,2.31E-06,1,0.999253354,40.02988815,1.996856263,9.239999577,-0.034029848,-0.006421864,0.25,-1.76E-05,-0.003142899,-4.10E-05,50.16284561,50.16284561,1282.615845,1308.447632,43.86264761,17.50313078,4.432631969,0,0,0,40,49.85733414,1,6,1,1.948394775,49.36461639,,,,,,,,,,,,,,,,
3773001789,50.1622715,1319.628662,-0.003115553,2.09E-06,1,0.999253354,40.02988815,1.996709951,9.239999577,-0.033700025,-0.00636668,0.25,-1.81E-05,-0.003112764,-4.12E-05,50.16241455,50.16241455,1308.447632,1330.809692,43.78995616,17.50487625,4.432810783,0,0,0,40,49.8571701,1,6,1,1.944274902,46.92082214,,,,,,,,,,,,,,,,
3773001790,50.16205025,1343.513611,-0.003086087,2.19E-06,1,0.999253354,40.02988815,1.996926746,9.239999577,-0.033385766,-0.006301614,0.25,-1.74E-05,-0.003083331,-4.03E-05,50.16212845,50.16212845,1330.809692,1356.217529,44.32146355,17.50609739,4.432702541,0,0,0,40,49.85709763,1,6,1,1.946105957,49.36461639,,,,,,,,,,,,,,,,
3773001791,50.16173935,1368.990601,-0.003056474,2.05E-06,1,0.999253354,40.02988815,1.996908763,9.239999577,-0.033066593,-0.006233273,0.25,-1.65E-05,-0.003053753,-3.92E-05,50.16197205,50.16197205,1356.217529,1381.763672,43.4483845,17.50696308,4.432651043,0,0,0,40,49.85687256,1,6,1,1.952056885,49.85337448,,,,,,,,,,,,,,,,
3773001792,50.16150665,1394.527466,-0.00302995,1.87E-06,1,0.999253354,40.02988815,1.996925456,9.239999577,-0.032780373,-0.006176806,0.25,-1.61E-05,-0.003027257,-3.87E-05,50.16150665,50.16150665,1381.763672,1407.29126,43.89313113,17.51250562,4.432968616,0,0,0,40,49.85687256,1,6,1,1.954040527,49.36461639,,,,,,,,,,,,,,,,
3773001793,50.1615963,1418.799438,-0.003003435,1.94E-06,1,0.999253354,40.02988815,1.99685581,9.239999577,-0.032492882,-0.006120313,0.25,-1.58E-05,-0.00300077,-3.81E-05,50.16150665,50.16150665,1407.29126,1430.307617,43.9197065,17.50572795,4.432714462,0,0,0,40,49.85665894,1,6,1,1.962738037,50.34213257,,,,,,,,,,,,,,,,
3773001794,50.16158485,1443.218933,-0.002976156,2.07E-06,1,0.999253354,40.02988815,1.996762425,9.239999577,-0.032194683,-0.006073601,0.25,-1.65E-05,-0.00297351,-3.86E-05,50.16168594,50.16168594,1430.307617,1456.130249,44.14403388,17.5092973,4.433037281,0,0,0,40,49.85695267,1,6,1,1.954956055,49.85337448,,,,,,,,,,,,,,,,
3773001795,50.16145897,1467.336609,-0.002951235,2.04E-06,1,0.999253354,40.02988815,1.996818932,9.239999577,-0.031926854,-0.006018171,0.25,-1.59E-05,-0.002948618,-3.78E-05,50.16148376,50.16148376,1456.130249,1478.542969,43.69850562,17.51377676,4.432982922,0,0,0,40,49.85681152,1,6,1,1.940612793,49.36461639,,,,,,,,,,,,,,,,
3773001796,50.16141701,1491.426636,-0.002926834,2.05E-06,1,0.999253354,40.02988815,1.996793332,9.239999577,-0.031662102,-0.005970658,0.25,-1.60E-05,-0.002924239,-3.77E-05,50.16143417,50.16143417,1478.542969,1504.310303,43.0591335,17.50118063,4.432861805,0,0,0,40,49.85745239,1,6,1,1.955871582,50.34213257,,,,,,,,,,,,,,,,
